sequence_name	AHR	AIRE	ANHX	ARID5B	BACH/NFE	BCL	CDC5L	CEBPA	CREB	CREB3L/XBP	CTCF	DMRT/DMRTA	E2F	E2F/TFDP	EBF	EGR	ESR/ESRRA	ESRRA/NR5A	ETS	FEZF	FOX	FOXH	FOXJ	GATA	GCM	GFI	GLI/GLIS/ZIC	HMBOX	HOX	HOXB/PBX	HSF	IKZF	INSM	IRF/STAT	IRX	LCORL	LEF/TCF	MAFF/MAFG	MAZ	MBD	MBNL	MECOM	MEF2	MEIS/PBX	MTF	MYB	MYRF	MZF	MZF/YY	NEUROG/OLIG	NFATC	NFIC/NFIX	NFKB/RELA	NFYA/NFYB	NHLH/TFAP	NR	NR1I/VDR	NRF	OLIG/ZBTB	OSR	PAX	PLAG	POU	PRDM	REST	RFX/MXI	RORC/RORA	RUNX	SCRT	SIX/ZNF	SMAD	SOX	SP/KLF	SPDEF	SREBF	SRF	STAT/STAT5A	TBX	TEAD	TFAP	TFCP	THAP	TOPORS	TP	USF/BHLHE	YBX	YY	ZBTB	ZIK	ZIM	ZKSCAN	ZNF	ZSCAN	ZSCAN5C
H066_5LTR_SGA27	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	2	2	2	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	35	1	0
H066_5LTR_SGA28	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	2	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	35	1	0
H066_5LTR_SGA29	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	2	2	2	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	35	1	0
H066_5LTR_SGA30_(reversed)	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	2	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0	2	1	0	2	0	0	0	32	1	0
H066_5LTR_SGA31_(reversed)	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	2	2	2	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	35	1	0
H066_5LTR_SGA32	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	35	1	0
H066_5LTR_SGA34_(reversed)	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0	2	1	0	1	0	0	0	31	1	0
H066_5LTR_SGA35_(reversed)	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	2	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	35	1	0
H066_5LTR_SGA36	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	0	1	0	0	0	2	1	0	1	0	0	0	32	1	0
H066_5LTR_SGA37_(reversed)	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	1	1	0	0	2	1	0	0	0	0	0	35	1	0
H066_5LTR_SGA38_(reversed)	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	2	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	34	1	0
H066_5LTR_SGA39	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	1	1	0	0	2	1	0	1	0	0	0	31	1	0
H066_5LTR_SGA40	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	34	1	0
H066_5LTR_SGA41	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	0	0	1	0	0	2	1	0	0	0	0	0	34	1	0
H066_5LTR_SGA43	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	2	2	2	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	35	1	0
H066_5LTR_SGA44	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	2	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	1	1	0	0	2	1	0	0	0	0	0	35	1	0
H066_5LTR_SGA45_(reversed)	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	2	2	2	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	35	1	0
H066_5LTR_SGA46	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	2	2	2	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	35	1	0
H066_5LTR_SGA47	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	2	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	1	0	0	2	1	0	0	0	0	0	34	1	0
H066_5LTR_SGA48_(reversed)	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	1	1	0	0	2	1	0	0	0	0	0	39	1	0
H066_5LTR_SGA49	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	1	1	0	0	2	1	0	0	0	0	0	35	1	0
H066_5LTR_SGA50_(reversed)	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	2	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	36	1	0
H066_5LTR_SGA51_(reversed)	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	2	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	1	0	0	2	1	0	0	0	0	0	34	1	0
H066_5LTR_SGA52_(reversed)	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	2	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	35	1	0
H066_5LTR_SGA53	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	2	2	2	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	35	1	0
H066_5LTR_SGA54_(reversed)	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	2	2	2	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	1	0	0	2	1	0	0	0	0	0	34	1	0
H066_5LTR_SGA55_(reversed)	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	0	1	1	0	0	2	1	0	1	0	0	0	32	1	0
H066_5LTR_SGA56_(reversed)	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	2	2	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	34	1	0
H066_5LTR_SGA57	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	2	2	2	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	35	1	0
H066_5LTR_SGA58	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	2	2	2	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	35	1	0
H066_5LTR_SGA59_(reversed)	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	1	1	0	0	2	1	0	1	0	0	0	35	1	0
H066_5LTR_SGA60_(reversed)	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	2	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	2	1	0	0	2	1	0	0	0	0	0	33	1	0
H066_5LTR_SGA61	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	2	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	1	0	0	2	1	0	0	0	0	0	34	1	0
H066_5LTR_SGA62_(reversed)	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	0	1	0	0	2	1	0	0	0	0	0	36	1	0
H066_5LTR_SGA63_(reversed)	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	2	2	2	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	35	1	0
H066_5LTR_SGA64_(reversed)	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	2	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	0	1	1	0	0	2	1	0	0	0	0	0	36	1	0
H074_3LTR_SGA10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	2	1	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	32	1	0
H074_3LTR_SGA11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	33	1	0
H074_3LTR_SGA13_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	32	1	0
H074_3LTR_SGA14	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	33	1	0
H074_3LTR_SGA15_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	33	1	0
H074_3LTR_SGA17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	2	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	31	1	0
H074_3LTR_SGA18_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	31	2	0
H074_3LTR_SGA19_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	34	1	0
H074_3LTR_SGA21_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	2	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	34	2	0
H074_3LTR_SGA22_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	2	1	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	32	1	0
H074_3LTR_SGA25_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	2	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	35	1	0
H074_3LTR_SGA25_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	2	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	36	1	0
H074_3LTR_SGA26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	2	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	36	1	1
H074_3LTR_SGA27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	2	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	33	1	0
H074_3LTR_SGA28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	2	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	32	1	0
H074_3LTR_SGA29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	33	1	0
H074_3LTR_SGA2_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	2	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	34	2	0
H074_3LTR_SGA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	2	1	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	32	1	0
H074_3LTR_SGA35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	34	1	0
H074_3LTR_SGA37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	34	1	0
H074_3LTR_SGA38	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	39	1	0
H074_3LTR_SGA40	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	34	1	0
H074_3LTR_SGA44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	31	1	0
H074_3LTR_SGA45	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	2	0	0	0	0	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	39	1	0
H074_3LTR_SGA5_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	2	1	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	32	1	0
H074_3LTR_SGA6_(reversed)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	2	0	0	0	0	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	39	1	0
H074_3LTR_SGA7_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	35	1	0
H074_3LTR_SGA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	34	1	0
H074_3LTR_SGA9_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	33	1	0
